Country,Region,Points,Price,Grape
France,Alsace,89,27.0,Sylvaner
France,Alsace,89,18.0,Alsace white blend
Spain,Northern Spain,88,18.0,Tempranillo
US,California,88,16.0,Merlot
US,California,88,28.0,Grenache Blanc
US,California,93,34.0,Zinfandel
Italy,Tuscany,93,60.0,Sangiovese
France,Alsace,93,28.0,Pinot Noir
US,California,93,60.0,Pinot Noir
US,California,93,40.0,Chardonnay
US,California,93,55.0,Pinot Noir
Australia,South Australia,93,120.0,Shiraz
Spain,Catalonia,93,99.0,Carignan
Australia,South Australia,93,54.0,Grenache
Australia,South Australia,93,100.0,Cabernet Sauvignon
France,Bordeaux,93,30.0,Bordeaux-style Red Blend
France,Bordeaux,93,91.0,Bordeaux-style White Blend
France,Bordeaux,93,25.0,Bordeaux-style Red Blend
Italy,Tuscany,93,75.0,Sangiovese
France,Alsace,93,45.0,Gewürztraminer
US,California,93,35.0,Grenache
US,California,93,60.0,Pinot Noir
US,California,93,60.0,Chardonnay
US,California,93,50.0,Pinot Noir
France,Alsace,93,37.0,Riesling
France,Alsace,93,32.0,Gewürztraminer
Italy,Tuscany,93,55.0,Sangiovese
US,California,93,32.0,Chardonnay
France,Alsace,93,34.0,Gewürztraminer
US,California,93,40.0,Pinot Noir
US,California,93,55.0,Cabernet Sauvignon
US,California,93,50.0,Chardonnay
Bulgaria,Danube River Plains,90,14.0,Chardonnay
Italy,Piedmont,90,56.0,Nebbiolo
Italy,Piedmont,90,129.0,Nebbiolo
US,California,90,25.0,Chardonnay
Canada,British Columbia,90,30.0,Chardonnay
Italy,Piedmont,90,135.0,Nebbiolo
Italy,Piedmont,90,48.0,Nebbiolo
Morocco,Zenata,90,17.0,Syrah
US,California,90,80.0,Merlot
France,Alsace,90,75.0,Pinot Noir
Switzerland,Valais,90,28.0,Chasselas
Portugal,Alentejo,90,40.0,Portuguese Red
Italy,Piedmont,90,105.0,Nebbiolo
Chile,Colchagua Valley,90,30.0,Carmenère
US,California,90,25.0,Merlot
Italy,Italy Other,90,64.0,Nerello Mascalese
Italy,Piedmont,90,25.0,Nebbiolo
US,California,90,55.0,Chardonnay
US,California,90,32.0,Rhône-style Red Blend
Italy,Piedmont,90,85.0,Nebbiolo
Switzerland,Neuchâtel,90,21.0,White Blend
France,Bordeaux,90,13.0,Bordeaux-style Red Blend
US,California,90,35.0,Grenache
Portugal,Douro,90,15.0,Portuguese Red
US,California,90,42.0,Cabernet Sauvignon
US,California,90,74.0,Chardonnay
France,Alsace,90,25.0,Riesling
US,California,90,25.0,Rhône-style Red Blend
Italy,Piedmont,90,24.0,Nebbiolo
US,New York,90,14.0,Pinot Gris
Portugal,Douro,87,18.0,Portuguese White
US,California,87,10.0,Zinfandel
US,California,87,22.0,Pinot Grigio
US,California,87,40.0,Cabernet Sauvignon
Chile,Elqui Valley,87,12.0,Sauvignon Blanc
US,Oregon,87,26.0,Pinot Noir
Italy,Tuscany,87,15.0,Red Blend
France,Southwest France,87,27.0,Cabernet Sauvignon
US,Oregon,87,17.0,Dolcetto
Chile,Maipo Valley,87,24.0,Chardonnay
US,California,87,25.0,Chardonnay
US,California,87,40.0,Cabernet Sauvignon
Italy,Tuscany,87,15.0,Red Blend
Portugal,Alentejano,87,10.0,Portuguese Red
Italy,Tuscany,87,65.0,Red Blend
France,Southwest France,87,14.0,Rosé
France,Southwest France,87,19.0,Negrette
France,Southwest France,87,16.0,Red Blend
US,California,87,25.0,Pinot Noir
US,Oregon,87,48.0,Pinot Noir
France,Southwest France,87,14.0,Malbec
Spain,Catalonia,87,22.0,Sparkling Blend
France,Rhône Valley,87,11.0,Rhône-style Red Blend
Greece,Peloponnese,87,17.0,White Blend
Greece,Chalkidiki,87,25.0,White Blend
US,California,87,23.0,Cabernet Sauvignon
Portugal,Alentejano,87,8.0,Portuguese White
US,California,87,24.0,Sauvignon Blanc
Spain,Northern Spain,87,20.0,Rosado
US,Arizona,86,45.0,Petite Sirah
US,Arizona,86,54.0,Red Blend
Portugal,Alentejano,86,9.0,Portuguese Red
Italy,Piedmont,86,35.0,Nebbiolo
Spain,Northern Spain,86,9.0,Tempranillo
US,Oregon,86,21.0,White Blend
US,Virginia,86,28.0,Sparkling Blend
Portugal,Lisboa,86,15.0,Portuguese Red
US,California,86,24.0,Tannat
France,Bordeaux,86,20.0,Bordeaux-style Red Blend
US,California,86,25.0,Viognier
US,North Carolina,86,23.0,Sangiovese
Italy,Piedmont,86,45.0,Nebbiolo
US,America,86,28.0,Chardonnay
Spain,Central Spain,86,8.0,Tempranillo
US,Arizona,86,45.0,Petite Syrah
Portugal,Dão,86,8.0,Portuguese Red
France,Loire Valley,86,15.0,Sauvignon Blanc
France,Bordeaux,86,16.0,Bordeaux-style White Blend
France,Bordeaux,86,18.0,Sauvignon Blanc
France,Bordeaux,86,15.0,Bordeaux-style White Blend
France,Bordeaux,86,26.0,Bordeaux-style Red Blend
France,Bordeaux,86,17.0,Bordeaux-style Red Blend
France,Bordeaux,86,14.0,Rosé
US,Oregon,86,19.0,Pinot Gris
Spain,Northern Spain,86,9.0,Rosado
Argentina,Other,86,13.0,Malbec
US,Oregon,86,23.0,Pinot Noir
US,California,91,50.0,Pinot Noir
US,California,91,25.0,Zinfandel
New Zealand,Marlborough,91,20.0,Riesling
Austria,Burgenland,91,15.0,Grüner Veltliner
Italy,Southern Italy,91,21.0,Fiano
US,California,91,72.0,Cabernet Sauvignon
Italy,Northeastern Italy,91,16.0,Malvasia
US,Washington,91,40.0,Red Blend
US,California,91,25.0,Grenache
France,Provence,91,23.0,Rosé
Italy,Northeastern Italy,91,25.0,Sauvignon
US,California,91,30.0,Petit Verdot
Italy,Northeastern Italy,91,26.0,Pinot Bianco
US,California,91,44.0,Pinot Noir
US,Oregon,91,50.0,Malbec-Tannat
US,California,91,80.0,Cabernet Sauvignon
Italy,Southern Italy,91,35.0,Aglianico
US,Oregon,91,75.0,Pinot Noir
France,Provence,91,29.0,Rosé
US,California,91,90.0,Pinot Noir
US,California,91,25.0,Cabernet Franc
France,Southwest France,91,35.0,Red Blend
US,California,91,24.0,Chardonnay
France,Provence,91,25.0,Rosé
US,California,91,22.0,Rosé
US,California,91,21.0,Rosé
Austria,Carnuntum,91,17.0,Red Blend
France,Provence,91,40.0,Rosé
France,Provence,91,15.0,Rosé
US,California,88,18.0,Merlot
US,Washington,88,25.0,Bordeaux-style White Blend
US,California,88,16.0,Cabernet Sauvignon
US,Washington,88,20.0,Cabernet Sauvignon
France,Burgundy,88,35.0,Pinot Noir
US,Washington,88,20.0,Chardonnay
US,Washington,88,20.0,Bordeaux-style Red Blend
France,Loire Valley,88,17.0,Sauvignon Blanc
France,Loire Valley,88,30.0,Sauvignon Blanc
France,Loire Valley,88,30.0,Sauvignon Blanc
France,Loire Valley,88,22.0,Pinot Noir
US,California,88,28.0,Cabernet Sauvignon
France,Loire Valley,88,30.0,Sauvignon Blanc
US,New York,88,14.0,Riesling
US,California,88,16.0,Cabernet Sauvignon
US,Washington,88,50.0,Chenin Blanc
US,California,88,50.0,G-S-M
US,Washington,88,30.0,Mourvèdre
Morocco,Zenata,88,18.0,Sauvignon Blanc
Morocco,Zenata,88,18.0,Chardonnay
Italy,Tuscany,88,50.0,Sangiovese
Moldova,Moldova,88,16.0,White Blend
Albania,Mirditë,88,20.0,Kallmet
US,New York,88,32.0,Blaufränkisch
Hungary,Villány,88,23.0,Kekfrankos
US,California,88,28.0,Viognier
Italy,Tuscany,88,25.0,Red Blend
US,California,88,20.0,Malbec
Spain,Galicia,88,19.0,Albariño
US,California,88,13.0,Malbec
Italy,Piedmont,88,43.0,Nebbiolo
Argentina,Mendoza Province,88,13.0,Cabernet Sauvignon
Argentina,Mendoza Province,88,21.0,Cabernet Sauvignon
Argentina,Mendoza Province,88,15.0,Malbec
US,California,88,12.0,Moscato
Spain,Catalonia,88,23.0,Sparkling Blend
France,Champagne,88,60.0,Champagne Blend
US,Oregon,88,16.0,Pinot Noir
US,Oregon,88,48.0,Pinot Noir
US,California,88,32.0,Sauvignon Blanc-Semillon
Italy,Piedmont,88,24.0,Barbera
US,California,88,50.0,Pinot Noir
Italy,Piedmont,88,33.0,Barbera
US,Oregon,88,20.0,Chardonnay
US,California,88,60.0,Pinot Noir
Germany,Rheinhessen,88,13.0,Riesling
Germany,Mosel,88,15.0,Riesling
Spain,Catalonia,88,30.0,Grenache Blanc
France,Champagne,88,55.0,Chardonnay
US,California,88,55.0,Pinot Noir
Spain,Galicia,88,20.0,Albariño
US,California,88,28.0,Zinfandel
Spain,Northern Spain,88,21.0,Hondarrabi Zuri
US,California,88,45.0,Pinot Noir
US,Oregon,88,18.0,Chardonnay
Spain,Northern Spain,88,29.0,Tempranillo
Spain,Catalonia,88,24.0,Red Blend
Argentina,Other,88,25.0,Torrontés
France,Bordeaux,85,14.0,Bordeaux-style Red Blend
France,Bordeaux,85,17.0,Bordeaux-style Red Blend
US,California,85,13.0,White Blend
France,Bordeaux,85,10.0,Bordeaux-style Red Blend
US,California,85,18.0,Chardonnay
US,Washington,85,10.0,Chardonnay
US,California,85,20.0,Carignane
Argentina,Mendoza Province,85,22.0,Pinot Noir
US,California,85,19.0,Cabernet Sauvignon
US,California,85,24.0,Red Blend
US,California,85,25.0,Port
US,Washington,85,30.0,Sangiovese
France,Bordeaux,84,15.0,Bordeaux-style Red Blend
France,Bordeaux,84,18.0,Bordeaux-style Red Blend
France,Bordeaux,84,30.0,Bordeaux-style Red Blend
US,California,84,20.0,Grenache Blanc
US,Idaho,84,16.0,Merlot
US,Washington,84,10.0,Riesling
US,Washington,84,9.0,Red Blend
Spain,Northern Spain,84,20.0,Godello
France,Bordeaux,84,13.0,Rosé
US,Washington,84,10.0,Chardonnay
Argentina,Mendoza Province,84,14.0,Cabernet Sauvignon
US,Washington,84,24.0,Merlot
US,Washington,84,8.0,Riesling
France,Bordeaux,84,40.0,Bordeaux-style Red Blend
France,Bordeaux,84,18.0,Bordeaux-style Red Blend
US,California,84,25.0,Pinot Noir
US,California,84,30.0,Chardonnay
Argentina,Mendoza Province,84,13.0,Malbec
US,California,88,70.0,Cabernet Sauvignon
Italy,Southern Italy,88,65.0,Red Blend
US,California,88,40.0,Cabernet Franc
US,California,88,38.0,Zinfandel
US,California,88,59.0,Zinfandel
Greece,Corinth,88,18.0,White Blend
US,California,88,70.0,Cabernet Sauvignon
US,California,88,60.0,Syrah
US,California,88,59.0,Syrah-Merlot
Italy,Sicily & Sardinia,88,25.0,White Blend
Spain,Northern Spain,88,85.0,Tinto Fino
US,Oregon,88,30.0,Chardonnay
France,Bordeaux,88,14.0,Rosé
France,Bordeaux,88,14.0,Rosé
Slovenia,Goriska Brda,88,15.0,Bordeaux-style Red Blend
US,California,88,18.0,Syrah
Italy,Sicily & Sardinia,88,20.0,Rosato
US,California,88,19.0,Cabernet Sauvignon
US,Oregon,88,42.0,Syrah
Chile,Elqui Valley,88,50.0,Syrah
US,California,88,10.0,Merlot
US,California,88,46.0,Pinot Noir
Italy,Sicily & Sardinia,88,13.0,Nero d'Avola
France,Burgundy,88,26.0,Chardonnay
Italy,Southern Italy,88,16.0,Falanghina
US,Oregon,88,35.0,Pinot Noir
France,Burgundy,88,70.0,Pinot Noir
US,California,88,66.0,Pinot Noir
US,California,93,46.0,Pinot Noir
US,California,93,50.0,Chardonnay
US,California,93,42.0,Sparkling Blend
US,Oregon,93,55.0,Pinot Noir
US,California,93,75.0,Pinot Noir
US,Oregon,93,35.0,Pinot Noir
US,California,93,46.0,Pinot Noir
US,California,93,35.0,Pinot Noir
US,California,93,85.0,Cabernet Sauvignon
US,California,93,44.0,Pinot Noir
US,Oregon,93,50.0,Pinot Noir
US,California,93,125.0,Cabernet Sauvignon
Australia,South Australia,93,185.0,Shiraz
France,Bordeaux,93,21.0,Bordeaux-style Red Blend
France,Bordeaux,93,30.0,Bordeaux-style Red Blend
France,Bordeaux,93,34.0,Bordeaux-style Red Blend
France,Bordeaux,93,150.0,Bordeaux-style White Blend
France,Bordeaux,93,50.0,Bordeaux-style Red Blend
US,California,93,46.0,Pinot Noir
France,Alsace,93,27.0,Alsace white blend
France,Alsace,93,25.0,Gewürztraminer
France,Alsace,93,53.0,Riesling
France,Alsace,93,38.0,Riesling
France,Alsace,93,35.0,Riesling
US,California,93,60.0,Pinot Noir
US,California,93,40.0,Chardonnay
US,California,93,70.0,Pinot Noir
US,California,93,38.0,Pinot Noir
France,Bordeaux,86,18.0,Sauvignon Blanc
France,Bordeaux,86,15.0,Bordeaux-style White Blend
France,Bordeaux,86,26.0,Bordeaux-style Red Blend
France,Bordeaux,86,17.0,Bordeaux-style Red Blend
France,Bordeaux,86,14.0,Rosé
US,Oregon,86,19.0,Pinot Gris
Spain,Northern Spain,86,9.0,Rosado
Argentina,Other,86,13.0,Malbec
US,Oregon,86,23.0,Pinot Noir
Argentina,Mendoza Province,86,10.0,Cabernet Sauvignon
US,Oregon,86,42.0,Pinot Noir
US,Oregon,86,35.0,Pinot Noir
US,Arizona,86,26.0,White Blend
US,Virginia,86,20.0,Red Blend
US,California,86,20.0,Pinot Noir
US,California,86,17.0,Chardonnay
Bulgaria,Thracian Valley,86,9.0,Merlot
US,North Carolina,86,29.0,Montepulciano
US,California,86,59.0,Cabernet Sauvignon
Spain,Northern Spain,86,21.0,Tempranillo Blend
France,Loire Valley,86,20.0,Sauvignon Blanc
Spain,Northern Spain,86,14.0,Rosé
Italy,Piedmont,86,60.0,Nebbiolo
France,Loire Valley,86,20.0,Rosé
US,California,86,54.0,Pinot Noir
US,Virginia,86,25.0,Chardonnay
Argentina,Other,86,16.0,Torrontés
Italy,Northeastern Italy,88,27.0,Gewürztraminer
Italy,Northeastern Italy,88,60.0,White Blend
Italy,Tuscany,88,17.0,Sangiovese
France,Bordeaux,88,25.0,Bordeaux-style Red Blend
France,Bordeaux,88,75.0,Bordeaux-style Red Blend
France,Bordeaux,88,17.0,Bordeaux-style Red Blend
France,Southwest France,88,45.0,Bordeaux-style Red Blend
France,Bordeaux,88,25.0,Bordeaux-style Red Blend
Italy,Veneto,88,18.0,White Blend
Italy,Veneto,88,45.0,Garganega
US,Oregon,88,30.0,Chardonnay
Italy,Lombardy,88,19.0,Turbiana
US,California,88,40.0,Pinot Noir
Italy,Northeastern Italy,88,20.0,Kerner
US,Oregon,88,40.0,Pinot Noir
Italy,Northeastern Italy,88,25.0,Sauvignon Blanc
Italy,Veneto,88,20.0,Garganega
Italy,Tuscany,88,27.0,Red Blend
Italy,Northeastern Italy,88,22.0,Sauvignon
US,Oregon,88,18.0,White Blend
US,California,88,40.0,Chardonnay
Italy,Northeastern Italy,88,19.0,Müller-Thurgau
Italy,Northeastern Italy,88,27.0,Sauvignon
US,California,88,44.0,Pinot Noir
Chile,Colchagua Valley,90,30.0,Red Blend
France,Bordeaux,90,18.0,Bordeaux-style Red Blend
France,Bordeaux,90,16.0,Bordeaux-style Red Blend
France,Bordeaux,90,35.0,Bordeaux-style Red Blend
US,Washington,90,47.0,Merlot
Portugal,Lisboa,90,15.0,Portuguese Red
US,California,90,45.0,Zinfandel
US,Washington,90,30.0,Red Blend
Portugal,Douro,90,59.0,Portuguese Red
US,Washington,90,35.0,Syrah
Chile,Peumo,90,24.0,Red Blend
US,California,90,34.0,Grenache
France,Alsace,90,22.0,Chasselas
France,Alsace,90,26.0,Pinot Blanc
Italy,Piedmont,90,90.0,Nebbiolo
US,California,90,24.0,Merlot
US,California,90,50.0,Chardonnay
US,California,90,35.0,Red Blend
Italy,Piedmont,90,58.0,Nebbiolo
US,California,90,24.0,Pinot Gris
France,Alsace,90,22.0,Riesling
US,California,90,30.0,Torrontés
France,Alsace,90,20.0,Riesling
US,California,90,22.0,Sauvignon Blanc
Portugal,Bairrada,90,58.0,Portuguese Red
Italy,Piedmont,90,35.0,Nebbiolo
Italy,Piedmont,90,35.0,Nebbiolo
France,Bordeaux,90,65.0,Bordeaux-style Red Blend
US,California,88,18.0,Merlot
US,Washington,88,25.0,Bordeaux-style White Blend
US,California,88,16.0,Cabernet Sauvignon
US,Washington,88,20.0,Cabernet Sauvignon
Albania,Mirditë,88,20.0,Kallmet
US,New York,88,32.0,Blaufränkisch
Hungary,Villány,88,23.0,Kekfrankos
Spain,Andalucia,88,19.0,Red Blend
US,California,88,25.0,Sauvignon Blanc
US,Washington,88,53.0,Bordeaux-style Red Blend
US,California,88,25.0,Rhône-style White Blend
Italy,Tuscany,88,40.0,Sangiovese
US,California,88,22.0,Cabernet Sauvignon
US,California,88,26.0,Chardonnay
France,Loire Valley,88,19.0,Sauvignon Blanc
France,Loire Valley,88,22.0,Rosé
Italy,Tuscany,88,72.0,Sangiovese
Italy,Tuscany,88,65.0,Sangiovese
Italy,Tuscany,88,90.0,Sangiovese
Spain,Catalonia,88,30.0,Red Blend
Lebanon,Bekaa Valley,88,15.0,White Blend
France,Burgundy,88,49.0,Pinot Noir
US,Washington,88,18.0,Red Blend
US,California,88,30.0,Chardonnay
US,Washington,88,14.0,Merlot
US,Washington,88,27.0,Bordeaux-style Red Blend
Canada,British Columbia,88,18.0,Rosé
Turkey,Turkey,88,15.0,Kalecik Karasi
US,Idaho,88,29.0,Malbec
US,California,91,21.0,Rosé
Austria,Carnuntum,91,17.0,Red Blend
New Zealand,Marlborough,90,26.0,Sauvignon Blanc
Argentina,Mendoza Province,90,30.0,Cabernet Sauvignon
US,California,90,38.0,Barbera
US,California,90,35.0,Pinot Noir
Spain,Catalonia,90,36.0,Sparkling Blend
Spain,Andalucia,90,30.0,Sherry
US,California,90,42.0,Zinfandel
New Zealand,Marlborough,90,24.0,Pinot Gris
New Zealand,Marlborough,90,15.0,Sauvignon Blanc
New Zealand,Nelson,90,19.0,Sauvignon Blanc
New Zealand,Martinborough,90,21.0,Sauvignon Blanc
US,California,90,19.0,Zinfandel
US,California,90,24.0,Rosé
Austria,Carnuntum,90,14.0,Zweigelt
US,California,90,56.0,Syrah
US,California,90,20.0,Syrah
US,California,90,49.0,Rhône-style Red Blend
France,Provence,90,20.0,Rosé
US,California,90,10.0,Zinfandel
US,California,90,37.0,Sangiovese
US,Washington,90,55.0,Bordeaux-style Red Blend
Austria,Kamptal,90,43.0,Riesling
Austria,Kamptal,90,15.0,Grüner Veltliner
US,Oregon,90,50.0,Sparkling Blend
Austria,Burgenland,90,15.0,Chardonnay
Austria,Weinland Österreich,90,18.0,Rosé
France,Provence,90,22.0,Rosé
US,Oregon,87,18.0,Chardonnay
US,California,87,23.0,Red Blend
US,California,87,15.0,Zinfandel
US,California,87,28.0,Zinfandel
Italy,Tuscany,87,34.0,Sangiovese
US,California,87,38.0,Chardonnay
Italy,Tuscany,87,17.0,Red Blend
Chile,Maule Valley,87,20.0,Cabernet Sauvignon
Italy,Tuscany,87,18.0,Red Blend
Italy,Tuscany,87,30.0,Red Blend
US,California,87,17.0,Merlot
Italy,Tuscany,87,18.0,Red Blend
US,California,87,12.0,Cabernet Franc
Germany,Mosel,87,16.0,Auxerrois
Germany,Mosel,87,13.0,Riesling
Germany,Mosel,87,14.0,Riesling
Spain,Northern Spain,87,17.0,Tempranillo
Italy,Italy Other,87,28.0,Prié Blanc
Germany,Nahe,87,10.0,Riesling
US,California,87,22.0,Bordeaux-style Red Blend
Germany,Nahe,87,13.0,Scheurebe
Chile,Colchagua Valley,87,13.0,Carmenère
Chile,Maule Valley,87,12.0,Pinot Noir
US,California,87,48.0,Chardonnay
Spain,Catalonia,87,20.0,Red Blend
Italy,Tuscany,87,40.0,Merlot
US,California,87,28.0,Chardonnay
Italy,Tuscany,87,165.0,Sangiovese
Italy,Tuscany,87,16.0,Red Blend
France,Southwest France,87,15.0,Bordeaux-style Red Blend
Spain,Northern Spain,88,29.0,Tempranillo
Spain,Catalonia,88,24.0,Red Blend
Argentina,Other,88,25.0,Torrontés
US,Oregon,88,23.0,Pinot Gris
US,Oregon,88,45.0,Chardonnay
France,Champagne,88,55.0,Champagne Blend
Portugal,Tejo,88,18.0,Arinto
US,Oregon,88,14.0,Pinot Gris
Germany,Mosel,88,23.0,Riesling
Argentina,Mendoza Province,88,50.0,Malbec
Portugal,Tejo,88,16.0,Portuguese Red
Portugal,Alentejano,88,14.0,Siria
US,California,88,25.0,Chardonnay
US,California,88,18.0,Rhône-style White Blend
Spain,Galicia,88,20.0,White Blend
US,California,88,49.0,Cabernet Blend
US,Oregon,88,38.0,Pinot Noir
Spain,Catalonia,88,23.0,Red Blend
Italy,Piedmont,88,45.0,Nebbiolo
Spain,Central Spain,88,20.0,Verdejo
Italy,Piedmont,88,65.0,Nebbiolo
France,Southwest France,88,13.0,Bordeaux-style White Blend
Italy,Piedmont,88,20.0,Barbera
Italy,Piedmont,88,20.0,Barbera
Italy,Piedmont,88,90.0,Nebbiolo
US,Oregon,88,45.0,Pinot Noir
Italy,Piedmont,88,45.0,Nebbiolo
France,Burgundy,88,19.0,Chardonnay
France,Burgundy,88,30.0,Chardonnay
Germany,Mosel,88,14.0,Riesling
France,Bordeaux,84,15.0,Bordeaux-style Red Blend
France,Bordeaux,84,16.0,Bordeaux-style Red Blend
France,Bordeaux,84,18.0,Bordeaux-style Red Blend
France,Bordeaux,84,28.0,Bordeaux-style Red Blend
US,California,84,32.0,Zinfandel
US,Washington,84,25.0,Riesling
US,Washington,84,11.0,Riesling
US,Washington,84,21.0,Red Blend
US,New York,84,20.0,Riesling
US,California,84,26.0,Marsanne
US,New York,84,17.0,Riesling
Argentina,Mendoza Province,84,13.0,Malbec
Argentina,Mendoza Province,84,13.0,Malbec
Argentina,Mendoza Province,84,12.0,Sauvignon Blanc
US,Washington,84,10.0,Merlot
Argentina,Mendoza Province,84,15.0,Chardonnay-Viognier
Spain,Northern Spain,84,9.0,Red Blend
US,Washington,84,14.0,Roussanne
US,Idaho,84,15.0,Viognier
US,California,84,8.0,Pinot Grigio
US,California,84,30.0,Chardonnay
France,Bordeaux,84,16.0,Bordeaux-style Red Blend
France,Bordeaux,84,25.0,Bordeaux-style Red Blend
US,Washington,84,10.0,Chardonnay
US,Washington,84,13.0,Syrah
US,California,84,13.0,Chardonnay
US,Washington,84,14.0,Pinot Gris
US,California,90,24.0,Rosé
Austria,Carnuntum,90,14.0,Zweigelt
US,California,90,56.0,Syrah
US,California,90,20.0,Syrah
US,California,90,49.0,Rhône-style Red Blend
France,Provence,90,20.0,Rosé
US,California,90,10.0,Zinfandel
US,California,90,37.0,Sangiovese
US,Washington,90,55.0,Bordeaux-style Red Blend
Austria,Kamptal,90,43.0,Riesling
Austria,Kamptal,90,15.0,Grüner Veltliner
US,Oregon,90,50.0,Sparkling Blend
Austria,Burgenland,90,15.0,Chardonnay
Austria,Weinland Österreich,90,18.0,Rosé
France,Provence,90,22.0,Rosé
US,New York,90,23.0,Pinot Noir
Austria,Carnuntum,90,20.0,Chardonnay
Austria,Burgenland,90,18.0,Zweigelt
Austria,Weinviertel,90,19.0,Grüner Veltliner
France,Provence,90,12.0,Rosé
New Zealand,Waipara,90,17.0,Sauvignon Blanc
Austria,Niederösterreich,90,23.0,Riesling
US,California,90,40.0,Bordeaux-style Red Blend
Austria,Burgenland,90,20.0,Zweigelt
US,California,90,26.0,Chardonnay
US,Oregon,90,16.0,Pinot Noir
Austria,Niederösterreich,90,19.0,Zweigelt
Italy,Northeastern Italy,90,20.0,Pinot Grigio
US,California,90,65.0,Pinot Noir
Italy,Southern Italy,90,30.0,Aglianico
Lebanon,Bekaa Valley,88,15.0,White Blend
France,Burgundy,88,49.0,Pinot Noir
US,Washington,88,18.0,Red Blend
US,California,88,30.0,Chardonnay
US,Washington,88,14.0,Merlot
US,Washington,88,27.0,Bordeaux-style Red Blend
Canada,British Columbia,88,18.0,Rosé
Turkey,Turkey,88,15.0,Kalecik Karasi
US,Idaho,88,18.0,Chardonnay
US,California,88,25.0,Sauvignon Blanc
Macedonia,Tikves,88,15.0,Žilavka
US,Washington,88,12.0,Chardonnay
US,California,88,28.0,Meritage
US,Washington,88,15.0,Syrah
France,Burgundy,88,40.0,Chardonnay
France,Burgundy,88,50.0,Chardonnay
France,Rhône Valley,88,21.0,Grenache-Syrah
US,Idaho,88,29.0,Malbec
Italy,Tuscany,88,25.0,Red Blend
Italy,Tuscany,88,25.0,Red Blend
Italy,Tuscany,88,18.0,Red Blend
Italy,Tuscany,88,25.0,Red Blend
France,Rhône Valley,88,37.0,Rhône-style Red Blend
France,Rhône Valley,88,30.0,Rosé
US,Washington,88,39.0,Merlot
France,Loire Valley,88,25.0,Sauvignon Blanc
US,California,88,25.0,Cabernet Sauvignon
France,Alsace,93,46.0,Riesling
France,Alsace,93,36.0,Riesling
Italy,Tuscany,93,50.0,Sangiovese
US,California,93,48.0,Chardonnay
France,Alsace,93,35.0,Riesling
US,California,93,45.0,Pinot Noir
US,California,93,40.0,Syrah
US,California,93,82.0,Pinot Noir
Australia,South Australia,93,75.0,Cabernet Sauvignon
US,California,93,65.0,Cabernet Sauvignon
France,Bordeaux,93,42.0,Bordeaux-style Red Blend
US,California,93,35.0,Pinot Noir
France,Alsace,93,50.0,Riesling
France,Alsace,93,38.0,Riesling
US,Oregon,93,35.0,Pinot Noir
France,Bordeaux,93,55.0,Bordeaux-style Red Blend
Italy,Tuscany,93,55.0,Sangiovese
US,Oregon,93,63.0,Pinot Noir
US,California,93,42.0,Pinot Noir
France,Alsace,93,45.0,Pinot Gris
Italy,Tuscany,93,80.0,Sangiovese
France,Bordeaux,93,140.0,Bordeaux-style Red Blend
US,California,93,100.0,Cabernet Sauvignon
US,California,93,40.0,Syrah
France,Alsace,93,46.0,Gewürztraminer
Italy,Tuscany,93,70.0,Red Blend
Italy,Tuscany,93,40.0,Sangiovese
France,Alsace,93,40.0,Muscat
US,California,88,30.0,Syrah
US,California,88,15.0,Chardonnay
France,Alsace,88,17.0,Pinot Blanc
France,Alsace,88,18.0,Pinot Blanc
France,Burgundy,88,63.0,Pinot Noir
France,Alsace,88,18.0,Riesling
US,Oregon,88,17.0,Pinot Noir
France,Alsace,88,36.0,Pinot Noir
Italy,Sicily & Sardinia,88,20.0,Catarratto
France,Alsace,88,18.0,Alsace white blend
US,Oregon,88,24.0,Pinot Noir
US,California,88,60.0,Syrah
France,Bordeaux,88,11.0,Rosé
US,California,88,18.0,Sauvignon Blanc
US,Oregon,88,15.0,Pinot Noir
US,Oregon,88,36.0,Pinot Noir
US,California,88,10.0,Sauvignon Blanc
US,California,88,33.0,Cabernet Sauvignon
US,California,88,15.0,Chardonnay
Spain,Catalonia,88,16.0,White Blend
US,California,88,24.0,Syrah
US,California,88,24.0,Rosé
France,France Other,88,17.0,Rosé
Italy,Southern Italy,88,20.0,Greco
Italy,Sicily & Sardinia,88,17.0,White Blend
US,California,88,45.0,Pinot Noir
Italy,Piedmont,88,20.0,Barbera
Italy,Piedmont,88,20.0,Barbera
Italy,Piedmont,88,90.0,Nebbiolo
US,Oregon,88,45.0,Pinot Noir
Italy,Piedmont,88,45.0,Nebbiolo
France,Burgundy,88,19.0,Chardonnay
France,Burgundy,88,30.0,Chardonnay
Germany,Mosel,88,14.0,Riesling
France,Loire Valley,88,27.0,Sauvignon Blanc
France,Champagne,88,50.0,Champagne Blend
US,California,88,58.0,Pinot Noir
Italy,Piedmont,88,24.0,Barbera
US,California,88,50.0,Red Blend
France,Burgundy,88,34.0,Chardonnay
France,Burgundy,88,46.0,Chardonnay
France,Champagne,88,55.0,Champagne Blend
Portugal,Alentejano,88,20.0,Portuguese Red
France,Champagne,88,49.0,Pinot Noir
US,California,88,30.0,Merlot
US,California,88,25.0,Red Blend
US,California,88,25.0,Sauvignon Blanc
Germany,Nahe,88,21.0,Riesling
US,California,88,24.0,Viognier
US,Oregon,88,48.0,Pinot Noir
US,California,88,22.0,Zinfandel
